Tweet,Message/tweets,match,polarity
515,RT Some good news to cheer you upKorea and China are recovering Vietnam had their cases under control until British tourists spread it again but I think they can manage it A Philippine university invented a testing kit that can give results in just 2 hrs and for less than 30,good,Positive
516,RT am i the only one that doesnt want my university to go to online courses i didnt sign up to take online courses for a reason its just going to make my life 10x more complicated lmao,complicated,Negative
517,BEWAREHackers are spreading malware through fake coronavirus tracker mapsJohn Hopkins University COVID19 map,fake,Negative
518,University of Phoenix here I come,,Neutral
519,RT As of today we are directing all event organizers to cancel any gathering larger than 250ppl We are recommending,,Neutral
520,RT am i the only one that doesnt want my university to go to online courses i didnt sign up to take online courses for a reason its just going to make my life 10x more complicated lmao,complicated,Negative
521,RT Some good news to cheer you upKorea and China are recovering Vietnam had their cases under control until British tourists spread it again but I think they can manage it A Philippine university invented a testing kit that can give results in just 2 hrs and for less than 30,good,Positive
522,RT Researchers from the University of Tennessee reportedly have discovered a chemical compound that soon will be further tested and ultimately could lead to a possible cure for coronavirus FREE via RyanCallahan247,lead,Positive
523,RT The University is 100 protected from COVID19 thanks to Duo TwoFactor Authorization,,Neutral
524,RT NBA Season suspendedNHL Season suspendedHarvard University Classes cancelledRyerson University Just sing I will Survive while washing your hands youll be bless lol,bless,Positive
525,RT COVID19 Update Rice University will transition to fully remote instruction for all classes for the remainder of this semester effective March 23 and undergraduate residential colleges will be closed to most students after March 25More information,effective,Positive
526,RT am i the only one that doesnt want my university to go to online courses i didnt sign up to take online courses for a reason its just going to make my life 10x more complicated lmao,complicated,Negative
527,RT Some good news to cheer you upKorea and China are recovering Vietnam had their cases under control until British tourists spread it again but I think they can manage it A Philippine university invented a testing kit that can give results in just 2 hrs and for less than 30,good,Positive
528,RT Im teaching a quant class this semester and we use Stata for problem sets and labs Our university doesnt have a cite license for Stata so students were asked to either purchase it or use the free ones on campus As we move to online instruction they cannot access it anymore,problem,Negative
529,junderwood4649 LOL Were an open campus like a huge university library Everyone would be infected for sure I know this and expect it Its just not happening yet after a month,like,Positive
530,RT My spouse pointed out when I wondered whether Zoom could handle every university class in the country that I could always switch to meeting my students within World of Warcraft because the MMORPGs are definitely equipped to handle this kind of traffic,,Neutral
531,RT Coronavirus By The Numbers as reported by John Hopkins UniversityWhen you really look at the numbers you have to wonder why the media isnt at all hyped up about the 68310 people recovered by the virus 50000 of those recovered are from China Why no coverage,wonder,Positive
532,Man you can feel and see the panic at Concordia University No brainer to close it for the rest of the semester no idea why they choose to close it only tomorrow and the weekend and reopenMONDAY,panic,Negative
533,RT Update Students who need to remain on campus over next month should fill out a form in advance Students who need funding assistance due to COVID19 relatedchanges can fill out the Universitys Funding Request Form Links to forms in story below,,Neutral
534,RT I wrote what amounted to be an impromptu project for TheDailyIowan on todays events in the sports world I also explored the implications of todays events on University of Iowa Athletics,,Neutral
535,CopywriterBob Capitaldemarca AlexKrallman LaurelAynne AlexaKaye3 JennLStevens I havent really seen any ads f,,Neutral
536,RT BTS Army using its powers for good during Corona Timesharing positive information and relief donation links Be l,good,Positive
537,RT Universities across Texas cancelling classes or moving them onlineTHE Texas AampM University,,Neutral
538,RT She got a 27 cuz she be on tour and one of the top artist in the world Yall got a 26 cuz yall smoke weed all d,top,Positive
539,RT My spouse pointed out when I wondered whether Zoom could handle every university class in the country that I could always switch to meeting my students within World of Warcraft because the MMORPGs are definitely equipped to handle this kind of traffic,,Neutral
540,RT arxxxxmand As long as richprivileged Malays take the spots meant for poorerunderprivileged Malays be it in school or university we can kiss that dream of wanting equality among races goodbye Underprivileged grassroots keep holding on to their supremacy because thats all they have,supremacy,Positive
541,RT NEW Huron College at University of Western U is cancelling all classes students are being asked to voluntarily leave residence tomorrow onpoli CityNews,,Neutral
542,our university students developed and are now producing a test kit thats only 30 I hope it can help out there soon,,Neutral
543,RT Some good news to cheer you upKorea and China are recovering Vietnam had their cases under control until British tourists spread it again but I think they can manage it A Philippine university invented a testing kit that can give results in just 2 hrs and for less than 30,good,Positive
544,RT My lab has 3 flowjo dongles for 9 people Ifwhen the university closes down and everyone must work from home can FlowJoNow help out and provide temporary COVID19 licenses so everyone can work from home dataanalysisathome,work,Positive
545,RT Some good news to cheer you upKorea and China are recovering Vietnam had their cases under control until British tourists spread it again but I think they can manage it A Philippine university invented a testing kit that can give results in just 2 hrs and for less than 30,good,Positive
546,RT Sigma Gamma Rho at University of Houston in the 1970s,,Neutral
547,RT University of Toronto As of today classes and other academic activities continue on our three campuses And yet we recommend cancellation or postponement of all discretionary eventsDo viruses distinguish between discretionary amp mandatory events,recommend,Positive
